会员卡号,入会时间,性别,会员卡级别,工作地,所属国家,年龄
23577,2011/8/22,男,5,上海,CN,42
19053,2006/10/16,男,6,辽宁,CN,42
51497,2012/5/12,男,4,广东,CN,50
2155,2005/4/29,男,5,北京,CN,64
20561,2007/8/12,男,5,VA,US,58
59249,2011/4/1,男,5,广东,CN,35
31448,2010/8/6,女,5,广东,CN,33
62033,2012/5/11,男,6,北京,CN,65
57741,2009/7/14,男,6,辽宁,CN,39
38207,2005/7/7,女,6,广东省,CN,42
37124,2007/4/2,女,4,广东,CN,55
31799,2010/10/6,女,5,PARIS,FR,41
31240,2009/9/10,男,6,广东,CN,38
2018,2004/11/17,男,4,广东,CN,49
22701,2010/7/1,男,6,广东,CN,54
29347,2005/10/20,男,6,广东,CN,45
1035,2007/2/21,男,6,广东,CN,44
4331,2009/10/17,男,6,广东,CN,35
33530,2012/4/20,男,4,广东,CN,45
55364,2008/5/27,男,6,广东,CN,40
47792,2007/10/26,男,5,广东,CN,55
52714,2009/8/31,男,5,吉林,CN,38
26509,2011/5/18,男,6,新疆,CN,46
44606,2006/6/28,男,5,辽宁省,CN,37
3570,2008/9/6,男,6,广东省,CN,38
9520,2005/12/30,男,4,北京,CN,66
1101,2007/4/1,男,4,北京,CN,56
62795,2007/7/9,男,5,广东,CN,50
1282,2009/1/12,男,5,广东,CN,42
56170,2005/3/11,男,6,广东,CN,42
6022,2012/1/13,男,6,湖南,CN,58
30310,2008/9/9,男,6,广东,CN,47
9733,2006/7/11,男,6,湖南,CN,48
46272,2007/6/28,男,6,辽宁,CN,48
6480,2012/5/19,男,5,辽宁,CN,27
57857,2011/5/27,男,6,广东,CN,34
15633,2012/5/25,男,4,PARIS,FR,72
47933,2008/1/11,男,4,广西壮族自,CN,50
23070,2011/4/22,男,6,,HK,62
62373,2011/4/5,男,6,新疆,CN,40
24551,2012/6/1,男,6,山东,CN,39
35715,2005/10/30,男,6,吉林,CN,60
15383,2012/3/1,男,4,新疆,CN,52
12319,2008/9/18,女,4,广东,CN,55
54390,2012/3/22,男,6,北京,CN,37
57582,2008/9/21,男,6,广东,CN,46
40819,2010/5/19,男,5,广东,CN,41
36972,2006/12/6,男,5,广东,CN,42
46348,2008/5/20,男,6,广东,CN,35
26844,2008/8/20,男,5,吉林,CN,39
24762,2012/6/6,男,5,上海,CN,44
707,2006/5/30,男,6,湖南,CN,47
11032,2005/2/1,男,6,广东,CN,45
40022,2010/12/28,男,4,福建,CN,39
61843,2011/9/8,男,6,贵州,CN,49
45980,2006/11/7,男,6,广东,CN,51
8346,2011/4/5,男,5,.,PK,53
47214,2005/4/10,男,5,云南,CN,42
22310,2009/10/31,男,5,河南,CN,46
35904,2006/4/19,男,5,新疆,CN,49
30242,2008/3/23,男,5,Hyogo-ken,JP,71
51864,2012/8/17,男,4,NSW,AU,64
11681,2007/9/9,男,6,湖南,CN,48
46215,2007/4/1,男,6,广东,CN,45
23105,2010/11/27,男,6,广东,CN,42
38006,2004/12/1,男,5,广东,CN,54
3624,2008/9/5,男,4,广东,CN,40
19168,2007/1/8,男,5,广东,CN,47
49645,2010/3/15,男,5,广东,CN,43
18792,2006/4/20,男,6,广东,CN,46
42199,2012/1/3,女,5,北京,CN,31
48826,2011/12/3,男,5,广东,CN,32
45997,2006/11/15,男,6,新疆,CN,43
55246,2007/5/7,男,6,北京,CN,44
9589,2006/3/27,女,5,广东,CN,40
52831,2010/7/23,男,5,广东,CN,33
7581,2010/7/27,男,6,湖南,CN,53
37156,2007/5/18,男,5,广东,CN,45
49748,2011/3/15,男,5,OSAKA,JP,50
26663,2006/5/14,男,6,吉林,CN,40
14917,2012/8/25,男,6,ca,US,63
10971,2004/11/20,男,4,广东,CN,46
30463,2008/7/12,男,6,广东,CN,47
58269,2009/9/20,男,6,广东,CN,35
49045,2010/10/9,男,6,河南,CN,48
49564,2010/7/24,男,5,广东,CN,58
53643,2006/9/19,男,6,广东,CN,51
3920,2009/5/16,男,5,辽宁省,CN,
23142,2012/5/25,男,6,TOKYO-TO,JP,51
23352,2012/2/10,男,4,HOKKAIDO,JP,79
4192,2010/6/7,女,6,广东,CN,30
16720,2010/1/11,男,4,辽宁,CN,48
57187,2008/4/27,男,5,河南,CN,38
38771,2007/12/17,男,6,广东,CN,38
55749,2012/3/20,男,4,,HK,62
14678,2011/9/27,男,6,MAKASAN RATCHTEW1,TH,52
51044,2012/1/13,女,5,广东,CN,25
24277,2011/12/7,男,4,广东,CN,37
30903,2009/2/18,男,5,广东,CN,38
44,2006/11/17,男,5,辽宁,CN,43
45587,2006/1/4,男,6,广东,CN,56
11152,2005/4/20,男,5,广东,CN,38
57717,2008/9/15,男,4,广东,CN,46
45994,2006/11/6,男,5,北京,CN,35
59352,2012/2/28,男,6,北京,CN,52
8329,2011/5/20,男,6,新疆,CN,44
20194,2005/2/1,男,5,北京,CN,36
38225,2005/7/27,男,5,广东,CN,39
38493,2007/6/18,男,6,辽宁,CN,54
54597,2005/12/7,男,5,广东,CN,42
13946,2011/1/30,男,4,广东,CN,34
693,2006/5/25,男,6,广东,CN,46
33570,2012/6/26,男,6,广东,CN,30
47381,2005/9/4,男,6,湖北,CN,52
40402,2009/12/13,男,6,广东,CN,45
3553,2006/1/30,男,6,沈阳,CN,41
4254,2009/11/7,男,4,广西,CN,48
46483,2010/5/26,男,5,,CN,43
3120,2008/3/23,男,6,广东,CN,58
49051,2011/1/25,男,6,辽宁,CN,39
60765,2013/1/27,男,5,新疆,CN,45
61862,2011/3/1,女,4,吉林,CN,37
13352,2009/11/22,男,6,广东,CN,37
39682,2009/12/21,男,5,广东,CN,44
46158,2007/3/16,男,6,广东,CN,59
45610,2006/2/12,男,5,北京,CN,47
31016,2009/4/3,男,4,广东,CN,60
16656,2009/3/30,男,6,吉林,CN,33
35754,2008/8/1,男,6,吉林,CN,45
14539,2011/4/1,女,6,广东,CN,49
30130,2008/3/13,男,6,辽宁,CN,50
8614,2007/7/15,男,5,辽宁省,CN,47
10498,2010/10/1,男,5,上海,CN,43
31428,2010/3/15,男,4,Singapore,SG,50
47405,2005/9/20,男,5,广东,CN,56
2893,2008/5/28,男,5,广东,CN,57
58076,2009/3/1,男,5,广东,CN,39
8211,2011/2/17,男,5,辽宁,CN,31
35446,2005/9/9,男,6,辽宁,CN,57
19873,2012/6/15,男,5,广东,CN,58
1801,2010/9/7,男,6,北京,CN,52
22454,2010/1/8,男,6,湖南,CN,47
61764,2011/6/29,男,5,辽宁,CN,45
7646,2009/7/30,男,5,上海,CN,40
1204,2007/6/12,女,5,广东,CN,38
45667,2005/9/1,男,5,广东,CN,45
55477,2005/9/12,男,6,广东,CN,52
22402,2009/12/22,男,5,茨城县,JP,55
59835,2011/3/3,男,6,广东,CN,55
46767,2012/4/6,男,6,北京,CN,53
49656,2010/3/23,男,5,广东,CN,32
38026,2004/11/10,男,6,广东,CN,42
24643,2012/6/26,男,4,江苏,CN,30
29118,2005/3/12,男,5,上海,CN,45
6362,2012/5/17,男,5,北京,CN,34
31026,2010/5/31,男,4,新疆,CN,43
100,2010/11/17,女,5,广东,CN,31
22634,2010/4/20,男,5,,HK,41
14666,2012/1/28,男,4,CALIFORNIA,US,32
44944,2006/4/11,男,5,新疆,CN,46
48044,2007/10/16,男,5,黑龙江,CN,43
18819,2006/5/12,男,5,广东,CN,47
686,2006/5/23,男,6,广东,CN,41
32225,2011/5/5,男,5,广东,CN,56
56750,2007/8/25,男,6,广东,CN,35
42189,2011/12/21,男,5,广东,CN,36
54838,2006/7/19,男,4,CALIFORNIA,US,58
22999,2011/1/22,女,5,广东,CN,30
41908,2011/10/23,男,6,.,CN,53
11015,2004/11/25,男,4,,JP,69
28041,2006/12/22,男,5,广东,CN,43
40606,2010/5/7,男,5,广东,CN,44
62650,2007/9/5,男,6,北京,CN,40
4311,2010/3/22,男,5,广东,CN,43
10171,2007/6/9,男,6,广东,CN,35
22784,2010/8/14,男,6,湖北,CN,45
27644,2005/11/24,男,6,广东,CN,46
32881,2012/2/16,男,5,广东,CN,27
37819,2012/10/3,男,6,,US,63
22632,2010/4/6,男,5,北京,CN,45
10004,2007/2/16,男,6,上海,CN,39
36016,2006/2/15,男,6,湖南,CN,50
37456,2010/8/20,男,6,广东,CN,58
3697,2011/2/6,男,4,CA,US,37
39058,2006/8/14,男,6,辽宁,CN,41
8485,2006/7/20,男,5,广东,CN,33
44344,2009/8/7,男,6,北京,CN,55
35783,2008/9/19,男,6,辽宁省,CN,47
26950,2006/4/2,男,6,新疆,CN,63
38980,2008/1/12,男,6,辽宁,CN,37
47271,2005/5/28,男,5,广东,CN,38
22508,2009/12/8,男,5,北京,CN,34
1040,2007/3/8,男,5,广东,CN,41
30713,2008/10/30,男,5,广东,CN,47
19525,2010/1/31,男,4,吉林,CN,56
58402,2010/2/28,男,6,广东省,CN,61
54876,2006/7/26,男,5,广东省,CN,34
26567,2005/9/9,男,5,广东,CN,45
3549,2010/2/7,男,5,Ishikawa-ken,JP,55
35787,2008/10/25,男,5,辽宁,CN,36
12148,2008/4/6,女,5,广东,CN,59
35299,2010/10/17,男,4,上海,CN,39
3231,2008/4/23,男,6,辽宁,CN,39
26458,2010/11/19,女,5,福建,CN,35
19658,2011/3/27,男,6,广东,CN,38
31527,2010/5/25,男,4,TASMANIA,AU,70
44959,2006/3/28,女,6,新疆,CN,64
13609,2010/3/31,男,4,PARIS,FR,37
37260,2007/10/10,男,6,广东,CN,55
39235,2009/11/13,男,5,Shiga,JP,58
50062,2011/1/21,男,6,上海,CN,34
50754,2011/8/2,男,4,吉林,CN,54
20336,2005/7/13,男,5,广东,CN,40
21048,2008/1/27,男,6,广东,CN,57
28646,2011/12/14,男,6,广东,CN,33
27096,2012/3/30,男,4,湖南,CN,59
11037,2005/2/1,男,5,北京,CN,42
44988,2007/2/20,女,5,新疆,CN,49
3732,2008/9/16,男,5,广东,CN,37
24799,2012/5/19,男,6,广东,CN,32
56229,2005/4/19,男,5,广东,CN,43
20552,2007/5/2,男,6,广西,CN,44
12997,2009/1/20,女,4,CA,US,49
60025,2012/3/30,男,4,CA,US,52
47191,2005/3/23,男,5,广东,CN,35
57185,2008/4/18,男,5,湖南,CN,43
45664,2006/3/20,女,4,广东,CN,48
4387,2010/7/11,男,6,青海,CN,48
19503,2009/10/8,男,6,广东,CN,34
44441,2011/3/26,女,4,新疆,CN,35
812,2006/8/8,男,5,广东,CN,48
58462,2010/2/3,男,5,广东,CN,39
55206,2007/3/28,男,4,广东,CN,52
36550,2006/1/13,男,6,广东,CN,47
43463,2013/3/3,男,6,湖南,CN,49
19636,2010/6/1,男,6,,CN,54
42653,2012/5/11,女,5,广东,CN,50
34453,2012/7/14,男,5,广东省,CN,53
3799,2008/11/17,女,6,广东,CN,54
29050,2004/12/8,男,5,广东,CN,42
8651,2007/7/3,男,4,吉林,CN,39
36622,2006/3/20,女,4,广东,CN,36
16652,2009/3/16,男,6,辽宁,CN,39
50367,2012/1/6,男,5,辽宁,CN,54
26358,2011/11/26,男,6,广东,CN,46
11759,2007/10/5,男,6,广东,CN,31
11295,2005/9/9,男,6,广东,CN,49
30402,2008/7/9,男,6,广东,CN,44
1351,2009/12/11,男,5,,CN,42
35932,2007/4/4,男,5,新疆,CN,47
58495,2010/7/15,男,5,湖南,CN,48
14053,2010/12/31,男,6,北京,CN,46
2380,2005/11/10,女,5,上海,CN,41
19962,2012/10/23,男,5,uid Holland,NL,51
53352,2006/3/28,男,4,新疆,CN,64
15770,2012/6/14,男,5,广东,CN,38
3057,2007/4/15,男,5,广东,CN,58
8515,2006/3/16,男,5,吉林,CN,71
26513,2011/8/25,男,6,新疆,CN,47
8947,2008/12/20,男,5,新疆,CN,57
755,2006/7/17,男,5,广东,CN,47
62287,2006/10/17,男,5,新疆,CN,51
49644,2010/4/3,女,5,广东,CN,39
31064,2009/8/24,男,5,广东,CN,30
22223,2009/8/9,女,5,广东,CN,39
47257,2005/5/18,男,6,广东,CN,56
8492,2006/8/8,男,6,辽宁,CN,47
54654,2006/2/23,男,6,广东,CN,47
9844,2006/10/30,女,6,广东,CN,35
24359,2012/5/17,男,5,吉林省,CN,47
46230,2007/5/16,男,5,,CN,37
310,2011/11/8,男,6,广东,CN,48
41094,2011/10/11,男,4,MIE-KEN,JP,60
62863,2006/3/24,男,5,新疆,CN,53
28006,2006/11/24,男,5,广东,CN,50
35937,2007/5/31,男,5,新疆,CN,62
16747,2010/2/16,男,5,Busan,KR,60
43999,2011/12/22,男,4,广东省,CN,66
9713,2006/6/26,女,5,广东,CN,43
48126,2008/3/28,男,5,广东,CN,40
57568,2010/3/18,男,6,辽宁,CN,53
44961,2006/5/25,女,4,新疆,CN,44
45005,2007/9/20,男,5,新疆,CN,44
9735,2006/7/27,男,5,广东,CN,40
57421,2008/7/16,男,5,辽宁,CN,56
38099,2005/3/23,男,5,广东,CN,53
2310,2005/9/1,男,5,广东,CN,47
34110,2012/11/10,男,5,新疆,CN,48
42624,2012/6/13,男,6,广东,CN,31
40132,2009/4/7,男,5,广东,CN,56
11220,2005/7/5,男,5,广东,CN,53
54602,2005/12/8,男,6,广东,HK,50
32423,2011/5/29,男,5,广东,CN,35
25115,2012/10/27,女,4,广东,CN,53
22014,2009/1/3,男,6,湖北,CN,53
38067,2005/2/14,男,6,广东,CN,47
52661,2010/1/15,男,5,辽宁省,CN,42
45577,2005/12/24,男,5,广东,CN,52
57913,2009/2/6,男,5,新疆,CN,41
921,2006/11/15,男,5,广东,CN,33
41275,2011/8/28,女,4,广东,CN,29
13131,2010/2/20,男,5,广西,CN,34
56192,2005/4/1,男,5,广东,CN,47
26638,2006/6/14,男,6,辽宁,CN,37
49794,2010/7/22,男,6,湖北省,CN,36
47757,2007/11/1,男,5,广东,CN,58
41770,2011/10/9,男,5,辽宁,CN,60
13247,2009/7/15,男,6,广东,CN,44
43906,2011/1/13,男,5,北京,CN,32
44952,2006/4/22,男,6,新疆,CN,60
12881,2009/11/15,男,5,北京,CN,36
3257,2010/4/4,男,5,SHIGA-KEN,JP,49
17745,2007/2/12,男,5,辽宁,CN,37
22759,2010/10/8,男,5,,CA,28
40265,2010/5/28,男,6,广东,CN,34
60246,2011/12/11,男,5,广东,CN,28
26831,2008/6/12,男,5,辽宁,CN,45
10110,2007/4/27,女,4,广东,CN,41
23777,2012/7/4,男,4,辽宁,CN,41
6306,2012/4/25,男,4,新疆,CN,55
6947,2012/11/3,男,6,河南,CN,43
2472,2007/5/8,男,6,辽宁,CN,38
53232,2009/6/28,男,5,,JP,58
18673,2005/12/28,男,5,广东,CN,44
46824,2012/6/27,男,4,广东,CN,47
55871,2012/8/24,男,4,广东,CN,31
53944,2006/3/25,男,5,新疆,CN,38
56408,2005/9/19,男,5,广东,CN,46
62462,2006/3/7,女,4,辽宁,CN,55
24465,2012/8/1,男,4,新疆,CN,46
8313,2010/11/15,男,5,新疆,CN,51
38248,2005/8/11,女,6,广东,CN,45
14125,2012/4/11,男,4,TOKYO-TO,JP,47
46523,2010/9/14,男,4,辽宁,CN,43
18043,2006/7/11,男,6,广西,CN,39
9581,2006/2/1,女,4,.,NL,44
60273,2011/11/15,男,4,辽宁,CN,38
37404,2010/3/8,男,5,湖南,CN,46
1041,2007/1/25,男,5,北京,CN,53
54031,2008/3/31,男,4,北京,CN,33
6641,2011/1/30,男,6,北京,CN,46
26500,2011/6/14,男,5,新疆,CN,51
45866,2006/8/25,男,4,上海,CN,46
57633,2008/9/12,男,4,TOKYO,JP,51
17391,2009/10/22,男,5,新疆,CN,37
50048,2011/3/9,男,6,上海,CN,37
8898,2007/4/27,男,5,新疆,CN,60
47233,2005/4/22,女,5,广东,CN,39
47251,2005/5/10,男,5,北京,CN,39
891,2006/10/20,男,5,广东,CN,42
18810,2006/4/3,男,5,,CN,45
35836,2007/11/18,男,5,黑龙江,CN,48
18870,2006/6/18,男,6,广东,CN,37
27973,2006/11/3,男,6,湖北,CN,49
9489,2004/11/1,男,6,gd,BR,27
27928,2006/9/29,男,5,湖南,CN,44
48152,2008/3/27,男,5,广东,CN,46
4908,2010/9/15,女,5,广东,CN,41
2182,2005/5/6,男,5,湖北,CN,49
30905,2009/2/1,男,5,Kanagawa,JP,57
25211,2012/9/8,男,4,VICTORIA,AU,47
19386,2007/6/9,男,5,广东,CN,51
50889,2011/9/14,女,5,湖北,CN,54
20231,2005/3/31,男,5,,CN,46
23700,2012/6/20,女,4,CA,US,21
62966,2008/7/6,男,5,新疆,CN,37
29752,2007/10/21,男,5,广东,CN,39
28028,2006/11/29,男,6,北京,CN,41
19265,2007/3/16,男,6,安徽,CN,67
11051,2005/2/8,男,4,北京,CN,53
3793,2008/11/20,男,6,河南,CN,49
41265,2011/5/15,男,5,新疆,CN,47
8259,2010/4/15,男,5,新疆,CN,58
29959,2008/4/12,男,5,湖北,CN,50
31387,2009/12/22,男,6,上海,CN,40
11916,2008/5/27,男,6,0,CN,56
58849,2011/7/31,男,6,河南,CN,45
36711,2006/5/31,男,5,广东,CN,50
39494,2010/5/23,女,4,ALHAMBRA CA,US,61
46309,2007/8/24,男,6,广东,CN,65
13631,2010/3/6,男,5,广东,CN,30
34095,2012/11/28,男,6,广东,CN,51
48928,2009/1/26,男,6,广东,CN,40
56839,2009/10/13,男,5,广东,CN,38
49221,2010/4/24,女,4,CA,US,46
38177,2005/5/26,男,6,广东,CN,37
62939,2007/11/27,男,4,新疆,CN,45
20800,2007/9/13,女,5,广东,CN,42
49145,2006/10/18,男,5,广东,CN,48
60299,2012/2/23,男,4,北京,CN,43
21206,2008/3/27,男,6,湖南,CN,56
46031,2006/11/29,男,5,湖南,CN,44
58208,2009/7/6,男,6,广东,CN,40
39669,2007/3/1,女,6,辽宁,CN,48
22317,2009/9/17,男,5,广东,CN,34
53868,2006/8/21,男,5,黑龙江,CN,47
56668,2007/10/15,男,5,广东,CN,40
49880,2011/9/28,女,4,,FR,52
48877,2008/12/7,女,6,广东,CN,36
8262,2010/5/28,男,5,新疆,CN,48
3435,2008/1/15,男,5,黑龙江,CN,49
31481,2010/1/16,男,5,上海,CN,54
59292,2011/4/5,男,4,广东,CN,34
59263,2011/4/23,男,4,辽宁,CN,49
48232,2008/4/26,男,6,广东,CN,38
48981,2008/1/22,男,5,广东,CN,41
54771,2006/6/1,男,6,广东,CN,35
8876,2006/10/26,男,5,新疆,CN,49
34723,2010/8/20,男,4,上海,CN,54
580,2006/1/31,女,5,广东,CN,40
50550,2012/1/21,男,5,辽宁,CN,50
58162,2009/7/31,男,6,广东,CN,40
17679,2005/11/7,男,6,辽宁省,CN,54
27781,2006/6/13,男,6,武汉,CN,48
21116,2008/3/4,男,5,广东,CN,43
21362,2010/11/28,男,4,YAMAGUCHI,JP,58
13991,2010/12/31,女,6,广东,CN,27
3518,2009/1/22,男,4,CA,US,46
61726,2011/2/4,女,4,北京,CN,47
59386,2011/7/29,男,6,广东,CN,64
47698,2007/8/9,男,5,广东,CN,37
3406,2008/2/17,男,5,广东,CN,35
28602,2011/9/28,男,4,广东,CN,36
20651,2007/7/1,男,5,香港,HK,62
40682,2010/4/27,男,5,河北,CN,40
48252,2008/10/27,男,4,OSAKA,JP,57
29499,2007/9/12,男,4,NSW,AU,59
7496,2009/12/1,男,5,辽宁,CN,43
11209,2005/6/29,女,6,广东,CN,40
12408,2011/10/5,男,4,CHIBA-KEN,JP,54
46565,2011/3/8,男,5,广东,CN,33
62884,2006/5/24,男,5,湖北,CN,50
17394,2009/7/17,男,4,新疆,CN,55
20122,2004/11/30,男,6,广东,CN,44
53718,2007/9/18,男,4,辽宁,CN,37
21976,2009/1/15,男,5,广东,CN,45
33392,2012/3/31,男,4,LIMA,PE,39
28209,2007/5/29,女,4,广东,CN,35
38332,2005/11/10,男,6,广东,CN,48
31866,2010/11/17,男,6,新彊,CN,52
703,2006/5/21,男,5,广东,CN,46
6004,2012/7/13,男,5,广东,CN,43
45659,2006/3/15,男,5,广东,CN,43
29159,2005/4/12,男,6,广东,CN,57
44782,2008/3/5,男,6,吉林,CN,55
5228,2011/3/17,男,6,辽宁,CN,55
54893,2006/9/1,男,6,广东,CN,46
17727,2006/6/9,男,5,吉林,CN,40
54705,2006/4/5,男,5,福建,CN,44
57649,2009/6/18,男,5,广东,CN,37
56375,2005/9/7,男,5,广东,CN,48
9972,2006/12/27,男,6,广东,CN,36
21336,2007/3/23,男,6,辽宁,CN,50
26946,2006/3/28,男,5,新疆,CN,42
56734,2007/11/1,男,4,广东,CN,37
28516,2011/1/26,男,6,广东,CN,31
15317,2012/2/25,男,4,吉林,CN,42
62016,2012/4/25,男,6,湖北省,CN,48
31106,2010/10/1,男,5,广东,CN,36
56635,2007/7/13,男,5,广东,CN,40
44424,2011/2/27,男,4,河南,CN,56
5845,2012/1/9,男,6,辽宁,CN,40
4256,2009/9/28,女,4,广东,CN,42
47210,2005/4/5,男,5,广东,CN,48
29969,2008/1/8,男,4,北京,CN,44
24284,2012/1/28,男,6,上海,CN,41
29509,2007/8/28,男,6,广东,CN,56
53680,2008/4/10,男,5,辽宁,CN,34
12206,2008/6/14,男,5,上海,CN,35
9963,2006/12/27,男,5,黑龙江,CN,76
9846,2006/9/29,男,5,广东,CN,38
57698,2009/1/20,男,6,黑龙江省,CN,62
24517,2012/4/20,男,5,广东,CN,61
44748,2007/9/3,男,5,辽宁省,CN,40
37140,2007/4/30,男,5,广东,CN,52
16533,2013/2/1,女,4,广东,CN,38
62918,2007/2/22,男,4,广东,CN,63
35486,2005/11/14,女,6,吉林,CN,67
60183,2012/4/5,男,6,广东,CN,35
21743,2008/11/23,女,6,广东,CN,55
38338,2005/11/21,男,5,广东,CN,38
71,2010/8/8,男,5,辽宁,CN,59
54690,2006/3/23,男,5,广东,CN,39
9633,2006/4/10,男,5,TOYAMA,JP,63
21955,2009/6/25,男,5,湖南,CN,51
19540,2009/11/13,男,5,湖南,CN,43
60584,2012/6/29,男,5,,AE,58
27411,2005/9/10,男,4,广东,CN,42
37051,2007/1/14,男,5,湖北,CN,47
40327,2009/9/22,男,6,广东,CN,40
12217,2008/4/10,男,6,广东,CN,46
62967,2008/7/9,男,6,新疆,CN,65
23453,2011/6/26,女,5,辽宁,CN,33
40146,2009/9/5,男,5,广东,CN,51
40535,2011/11/6,男,5,北京,CN,56
55224,2007/3/14,男,5,广东,CN,45
56340,2005/8/5,男,5,广东,CN,37
9967,2006/12/23,男,6,河南,CN,47
3757,2008/12/11,男,5,辽宁,CN,33
10528,2011/7/26,男,4,陕西,CN,52
50802,2011/12/9,男,4,广东,CN,38
18848,2006/6/5,男,5,广州,CN,53
26778,2008/8/31,男,5,辽宁,CN,41
13682,2012/3/31,男,4,广东,CN,33
59489,2011/5/26,男,4,FUKUOKA-KEN,JP,56
44049,2012/7/14,男,6,辽宁,CN,41
40632,2010/5/27,女,4,广东,CN,57
62623,2007/10/15,男,4,吉林,CN,56
30553,2009/11/21,男,6,湖北省,CN,32
20286,2005/5/17,男,4,广东,CN,52
13182,2009/6/23,女,4,广东,CN,31
26098,2012/4/21,女,5,广东,CN,38
36795,2006/7/30,男,4,云南,CN,47
47109,2005/1/1,男,5,广东省,CN,36
22937,2010/10/25,男,5,四川,CN,32
19207,2007/2/14,男,4,广东,CN,35
27609,2011/12/22,男,4,广东,CN,42
42203,2011/12/16,男,6,辽宁,CN,58
53697,2007/2/7,男,6,吉林,CN,49
23336,2011/3/11,男,5,广东,CN,48
49054,2009/1/2,男,6,辽宁,CN,53
38421,2007/5/16,男,5,广东,CN,47
45743,2006/6/9,男,6,广东,CN,44
29125,2005/3/28,男,6,广东,CN,46
56764,2007/8/20,男,5,广东,CN,47
4821,2010/8/11,男,6,北京,CN,52
11060,2005/2/1,男,5,广东,CN,60
49963,2010/11/22,男,5,广东,CN,42
62174,2011/8/13,男,4,新疆,CN,50
44370,2010/9/9,男,4,新疆,CN,38
11538,2007/6/30,女,5,广东,CN,32
35887,2006/4/13,女,4,新疆,CN,44
19107,2006/12/26,男,5,广东,CN,36
55424,2009/8/10,男,5,广东,CN,38
29649,2007/7/19,女,4,广东,CN,41
7063,2012/10/25,女,5,广东,CN,39
28852,2012/10/30,女,6,广东,CN,46
13041,2008/4/14,男,5,上海,CN,46
43617,2012/5/2,男,5,广东,CN,49
26642,2006/4/26,男,5,辽宁,CN,34
13254,2009/9/10,女,4,广东,CN,35
62936,2007/8/14,男,5,新疆,CN,37
47165,2005/3/17,男,6,广东,CN,37
49168,2009/6/1,男,4,广东,CN,51
37208,2007/6/1,男,5,广东,CN,36
14359,2011/5/6,女,4,Seoul,KR,54
52856,2010/9/7,男,6,河南,CN,41
43158,2012/1/14,女,4,广东,CN,52
62246,2009/10/18,女,5,新疆,CN,44
18926,2006/7/29,男,6,广东,CN,41
14966,2011/8/29,女,5,北京,CN,42
32229,2011/11/11,男,5,广东,CN,45
4546,2010/5/1,男,5,北京,CN,32
15109,2012/1/24,男,4,AICHI,JP,50
26397,2009/7/13,男,5,新疆,CN,43
3882,2007/3/31,男,6,辽宁,CN,40
56116,2004/11/6,男,4,lax,US,44
60434,2012/6/28,女,4,广东,CN,30
40158,2010/5/4,男,6,广东,CN,54
16961,2011/1/4,女,6,北京,CN,32
4363,2009/12/26,男,6,辽宁,CN,51
27026,2007/8/15,男,4,新疆,CN,47
7585,2010/5/24,男,5,辽宁,CN,52
7448,2012/9/17,男,4,广东,CN,25
17863,2008/2/4,男,5,吉林省,CN,36
9518,2006/1/17,女,5,北京,CN,39
20411,2005/9/20,男,6,广东,CN,56
40106,2009/4/13,男,4,广东,CN,33
2395,2005/11/27,男,6,北京,CN,51
20722,2007/7/16,男,4,广东,CN,55
31967,2010/11/29,男,6,广东,CN,39
27738,2006/5/12,女,6,广东,CN,38
15192,2011/11/23,男,5,湖北,CN,47
21682,2009/7/23,男,5,哈尔滨,CN,45
13553,2010/8/13,男,4,广东,CN,36
1191,2007/6/18,男,6,湖南,CN,50
49196,2009/8/14,女,5,广东,CN,34
6737,2012/9/21,男,6,吉林,CN,46
41729,2011/8/12,男,5,广东省,CN,37
5284,2012/2/15,男,5,HYOGO-KEN,JP,45
24786,2012/6/2,男,6,广东,CN,43
59048,2011/1/6,女,5,广东,CN,45
36863,2006/10/7,男,5,广东,CN,40
20187,2005/2/2,男,5,广东,CN,45
47133,2005/2/2,男,5,广东省,CN,44
8355,2007/8/13,男,4,新疆,CN,47
1125,2007/5/1,男,5,广东,CN,40
9562,2006/3/13,女,4,广东,CN,49
37274,2007/12/12,男,4,广东,CN,57
62435,2011/12/12,男,6,新疆,CN,46
20299,2005/5/21,男,4,广东,CN,41
35910,2006/6/20,男,5,新疆,CN,46
59586,2011/6/27,男,5,广东,CN,46
2627,2007/7/25,男,6,广东,CN,42
4188,2010/9/28,男,4,广东,CN,48
28439,2010/6/11,男,6,广东,CN,38
31964,2011/2/23,男,5,GALLIENI,FR,27
57805,2008/11/12,男,5,,SG,51
41341,2011/9/19,男,5,广东,CN,47
20839,2007/10/12,男,5,广东,CN,35
48517,2010/11/10,男,4,海南,CN,45
11033,2005/1/15,男,5,广东,CN,42
10270,2008/10/11,男,5,广东,CN,33
54672,2006/3/7,男,4,,CN,38
20440,2005/10/23,男,5,广东,CN,60
56517,2007/4/26,男,5,广东,CN,40
48310,2008/5/29,男,4,广东,CN,54
27046,2008/3/7,男,6,新疆,CN,56
38024,2004/11/30,男,6,广东,CN,41
19047,2006/11/2,女,4,NEVADA,US,40
62890,2006/6/2,男,4,新疆,CN,42
30747,2008/10/30,男,5,广东,CN,36
8431,2006/1/11,男,5,辽宁,CN,54
12298,2008/10/1,男,4,,US,57
38194,2005/6/1,女,4,广东,CN,42
38410,2007/7/4,男,4,PENANG,MY,68
3835,2008/12/18,男,6,广东,CN,31
