会员卡号,积分兑换次数,总精英积分,总基本积分,年平均基本积分,BEGIN_TO_FIRST,总累计积分
46348,3,19778,70365,8795.625,236,96520
26844,3,2799,69639,8704.875,8,73938
24762,4,5491,73424,9178,0,80003
707,2,7584,80126,10015.75,2,87710
11032,1,13876,63521,7940.125,14,117769
40022,0,2351,99828,12478.5,30,102179
61843,6,2319,66086,8260.75,5,68505
45980,17,2551,77181,9647.625,19,100768
8346,0,2421,71946,8993.25,39,78063
47214,0,3814,63451,7931.375,66,67265
22310,0,4721,80096,10012,8,85463
35904,0,1845,62571,7821.375,11,69344
30242,2,0,51301,6412.625,1,60763
51864,0,0,96763,13823.28571,0,96763
11681,5,8333,81102,10137.75,16,113445
46215,7,7691,71389,8923.625,1,79080
23105,3,9888,68699,8587.375,12,87630
38006,2,13292,67529,8441.125,2,80821
3624,1,2467,69242,8655.25,236,75693
19168,4,5773,81944,10243,16,87817
49645,1,8254,70509,8813.625,43,92308
18792,0,3597,78455,9806.875,0,82052
42199,0,1845,69301,8662.625,9,74102
48826,3,5824,71046,8880.75,1,98321
45997,0,1079,76639,9579.875,312,84562
55246,4,4878,77216,9652,4,84394
9589,4,5525,70217,8777.125,7,81242
52831,4,3870,83276,10409.5,4,105390
7581,3,7509,75617,9452.125,6,168921
37156,0,1086,75227,9403.375,10,79865
49748,3,1746,60149,7518.625,15,65879
26663,7,11905,66529,8316.125,6,80434
14917,0,8568,85314,12187.71429,0,93882
10971,1,2928,71323,8915.375,0,75851
30463,4,6089,75321,9415.125,105,87685
58269,6,9619,70500,8812.5,24,202917
49045,6,10165,76567,9570.875,1,91990
49564,0,4116,78202,9775.25,0,83068
53643,3,3727,70815,8851.875,1,74542
3920,1,1388,78812,9851.5,11,80200
23142,2,0,88606,11075.75,0,93300
23352,0,1624,50922,6365.25,22,52546
4192,0,6962,76073,9509.125,4,85495
16720,3,3625,68298,8537.25,10,80431
57187,0,2225,75885,9485.625,3,79079
38771,2,11124,72774,9096.75,3,84398
55749,0,4148,53304,6663,9,57452
14678,0,5892,77331,9666.375,23,83223
51044,0,7954,67784,8473,61,84980
24277,1,4794,86501,10812.625,25,91982
30903,3,2649,72404,9050.5,0,75053
44,6,8565,71448,8931,0,162791
45587,1,3581,74845,9355.625,42,78426
11152,3,10741,70582,8822.75,19,81631
57717,8,4724,76598,9574.75,103,126899
45994,6,4123,62616,7827,1,67742
59352,2,4568,72737,9092.125,6,81404
8329,4,444,71594,8949.25,35,72926
20194,0,2363,75658,9457.25,13,78021
38225,5,6345,66319,8289.875,17,91664
38493,8,4082,74277,9284.625,14,78359
54597,3,5534,71508,8938.5,0,85521
13946,1,4241,77170,9646.25,26,87565
693,7,3411,71462,8932.75,5,87080
33570,2,4388,77168,9646,0,133456
47381,3,17094,78012,9751.5,3,95106
40402,1,2379,79139,9892.375,4,81518
3553,3,13190,71202,8900.25,3,96007
4254,7,0,67968,8496,0,67968
46483,0,4600,68907,8613.375,1,96715
3120,6,17387,69905,8738.125,0,87292
49051,3,12494,65436,8179.5,16,77930
60765,0,6480,72618,14523.6,11,79308
61862,3,4622,67023,8377.875,1,75320
13352,0,5482,61434,7679.25,1,79230
39682,2,6402,58834,7354.25,5,67236
46158,3,4424,76857,9607.125,37,81281
45610,5,0,78764,9845.5,50,79652
31016,4,3107,72245,9030.625,36,85452
16656,13,7315,71649,8956.125,2,79764
35754,0,4307,71364,8920.5,13,75671
14539,3,17837,64758,8094.75,44,92501
30130,5,10210,75430,9428.75,4,93640
8614,7,10234,75187,9398.375,7,85942
10498,2,3971,68267,8533.375,3,72238
31428,2,4866,75259,9407.375,16,85362
47405,1,3003,75253,9406.625,2,85360
2893,3,2166,75500,9437.5,20,78554
58076,8,10904,74480,9310,77,94384
8211,6,7080,60211,7526.375,10,101356
35446,5,8932,76172,9521.5,3,85104
19873,1,2766,62107,7763.375,12,64873
1801,1,8780,84110,10513.75,22,93690
22454,0,4223,74737,9342.125,16,80460
61764,0,1881,39889,4986.125,12,41770
7646,1,2871,67333,8416.625,0,70204
1204,7,4796,85133,10641.625,10,102096
45667,0,2837,72465,9058.125,1,80102
55477,6,11593,83901,10487.625,16,95994
22402,1,4449,66235,8279.375,5,73031
59835,1,7505,76590,9573.75,27,84095
46767,0,12600,78214,9776.75,50,90814
49656,2,6250,57601,7200.125,5,65237
38026,4,7592,68036,8504.5,1,76800
24643,0,0,63340,7917.5,0,66989
29118,0,6270,76422,9552.75,4,89192
6362,0,7773,69757,8719.625,0,81335
31026,3,0,70055,8756.875,2,70055
100,2,5383,66106,8263.25,4,75624
22634,0,3945,60317,7539.625,5,77691
14666,0,0,55828,6978.5,7,55828
44944,3,996,60417,7552.125,6,63884
48044,4,5375,59064,7383,9,84669
18819,3,4709,61409,7676.125,11,88919
686,3,6584,66455,8306.875,8,85692
32225,3,2713,69581,8697.625,1,89815
56750,7,18260,77688,9711,242,96448
42189,3,8511,65722,8215.25,5,75684
54838,0,0,42719,5339.875,49,42943
22999,3,2952,66977,8372.125,1,69929
41908,4,6919,66351,8293.875,0,73270
11015,0,0,80862,10107.75,60,87556
28041,0,3390,65922,8240.25,11,69312
40606,3,4430,74141,9267.625,5,160506
62650,4,6964,74456,9307,8,82375
4311,10,5930,61558,7694.75,40,67588
10171,3,10402,74147,9268.375,20,94649
22784,5,5597,73976,9247,0,85005
27644,0,2314,67954,8494.25,9,90520
32881,0,5788,67256,8407,0,75653
37819,0,3488,87310,14551.66667,29,90798
22632,3,5215,70800,8850,1,81103
10004,3,4272,70886,8860.75,2,75158
36016,11,13998,74823,9352.875,2,93821
37456,0,2732,77828,9728.5,61,80560
3697,2,0,61080,7635,39,61080
39058,3,11393,63634,7954.25,6,86938
8485,3,1917,75836,9479.5,1,133463
44344,0,3293,74185,9273.125,33,77478
35783,1,9524,73933,9241.625,25,83957
26950,3,2190,73167,9145.875,11,80284
38980,1,8083,77285,9660.625,14,85368
47271,3,3613,56044,7005.5,8,62757
22508,1,7956,77475,9684.375,440,85931
1040,3,4752,67647,8455.875,2,74699
30713,4,2529,71840,8980,19,75757
19525,7,4530,56572,7071.5,48,61602
58402,2,5208,71959,8994.875,24,78055
54876,6,5166,68787,8598.375,76,78385
26567,3,1105,57218,7152.25,17,60508
3549,0,1881,43845,5480.625,7,45726
35787,0,9970,79536,9942,26,92696
12148,2,358,74837,9354.625,69,75195
35299,0,2013,71841,8980.125,43,81103
3231,0,4160,65879,8234.875,24,75366
26458,0,0,64326,8040.75,2,67975
19658,2,11474,61099,7637.375,7,75037
31527,0,0,87795,10974.375,15,87795
44959,3,8589,70933,8866.625,11,83218
13609,0,0,59241,7405.125,50,59241
37260,3,11312,78830,9853.75,21,90142
39235,0,2611,57754,7219.25,1,74309
50062,0,6716,70682,8835.25,64,77398
50754,0,4136,66453,8306.625,13,72089
20336,2,7130,61418,7677.25,12,91476
21048,0,6579,74264,9283,1,80843
28646,5,10069,71491,8936.375,2,81660
27096,0,1914,83054,10381.75,4,84968
11037,6,2865,74923,9365.375,3,77788
44988,2,1107,61026,7628.25,25,66589
3732,0,6119,72204,9025.5,6,78423
24799,0,8029,58254,7281.75,7,67453
56229,4,3769,71377,8922.125,13,97571
20552,2,7208,64779,8097.375,2,86753
12997,7,0,86074,10759.25,202,86074
60025,0,0,90726,11340.75,0,90726
47191,2,3219,69042,8630.25,4,87436
57185,4,4227,73589,9198.625,12,78742
45664,6,3485,70154,8769.25,14,73639
4387,2,6391,60231,7528.875,13,66622
19503,0,10599,68405,8550.625,8,112140
44441,3,0,59217,7402.125,15,61188
812,0,4950,57776,7222,12,64258
58462,6,5201,68610,8576.25,0,107081
55206,3,0,66176,8272,11,66176
36550,2,7719,61165,7645.625,5,71232
43463,0,8170,74005,14801,10,82175
19636,5,2127,70420,8802.5,13,72547
42653,0,5139,70379,8797.375,0,85478
34453,2,11330,61534,8790.571429,0,75664
3799,0,4580,72177,9022.125,36,76757
29050,3,4208,73232,9154,4,100636
8651,0,1490,68019,8502.375,15,69509
36622,4,4654,66612,8326.5,3,71866
16652,8,9509,72204,9025.5,2,94013
50367,0,4820,64599,8074.875,10,70498
26358,0,2396,58497,7312.125,4,61354
11759,4,6257,68430,8553.75,32,120492
11295,4,4088,72531,9066.375,11,76719
30402,2,4651,75834,9479.25,0,107999
1351,2,4620,68676,8584.5,51,77344
35932,1,2575,61622,7702.75,51,69125
58495,9,1380,70481,8810.125,7,71861
14053,4,4966,73482,9185.25,2,81124
2380,3,2239,71183,8897.875,1,73422
19962,0,2360,83658,13943,1,91018
53352,0,1632,65799,8224.875,123,81965
15770,1,3197,71369,8921.125,1,78066
3057,2,3642,60573,7571.625,5,64215
8515,3,4309,64810,8101.25,5,69119
26513,1,3133,70142,8767.75,504,84234
8947,5,3148,59613,7451.625,11,62761
755,1,4660,60479,7559.875,0,81265
62287,3,3865,64344,8043,10,68209
49644,0,2890,64337,8042.125,25,67227
31064,0,3842,79819,9977.375,12,87899
22223,4,2904,74639,9329.875,9,84416
47257,4,11992,57756,7219.5,5,69748
8492,5,7552,66945,8368.125,10,80297
54654,4,11536,76794,9599.25,3,112370
9844,6,6593,65361,8170.125,15,86749
24359,0,3566,67585,8448.125,0,74039
46230,0,3981,72645,9080.625,34,76626
310,0,15948,67686,8460.75,20,94980
41094,0,2368,71958,8994.75,24,74326
62863,7,3925,56551,7068.875,3,67406
28006,0,1457,68626,8578.25,17,118463
35937,0,2997,64591,8073.875,63,77319
16747,0,2758,62914,7864.25,63,73388
43999,0,0,41868,5233.5,52,41868
9713,7,1614,77266,9658.25,17,82415
48126,7,3523,72234,9029.25,3,77351
57568,4,4217,69157,8644.625,20,73374
44961,1,0,61601,7700.125,8,68529
45005,5,3875,61649,7706.125,14,75480
9735,0,2882,67998,8499.75,0,70880
57421,6,5090,62807,7850.875,5,73785
38099,9,6779,61410,7676.25,14,143212
2310,0,2585,74832,9354,3,77417
34110,0,4207,67083,11180.5,0,74254
42624,4,12693,73340,9167.5,0,87533
40132,5,2792,64266,8033.25,22,67206
11220,0,7134,64471,8058.875,11,71605
54602,2,5442,70299,8787.375,5,78041
32423,6,9060,67909,8488.625,4,86108
25115,0,5718,72637,12106.16667,67,78355
22014,0,7038,70955,8869.375,14,77993
38067,4,9356,65737,8217.125,54,84231
52661,3,3251,66511,8313.875,0,69819
45577,7,6311,68872,8609,0,75183
57913,3,2920,54326,6790.75,15,58746
921,1,2911,66604,8325.5,18,97563
41275,2,390,83240,10405,21,83630
13131,0,7025,65215,8151.875,0,72740
56192,0,5488,74425,9303.125,39,82713
26638,12,8669,65296,8162,0,73965
49794,4,8272,76921,9615.125,2,116550
47757,0,4058,67889,8486.125,7,88447
41770,0,10769,62560,7820,1,73329
13247,1,8534,68375,8546.875,30,76909
43906,3,4856,67163,8395.375,1,72019
44952,0,1972,63482,7935.25,8,70389
12881,1,5711,68601,8575.125,24,77706
3257,1,2189,68667,8583.375,4,79820
17745,5,4974,57500,7187.5,17,67474
22759,3,6110,40192,5024,12,46302
40265,3,10348,67336,8417,12,88765
60246,0,4558,69083,8635.375,19,77046
26831,0,2031,66923,8365.375,32,68954
10110,0,564,67397,8424.625,3,68061
23777,0,0,61383,8769,0,61383
6306,1,0,56589,7073.625,0,59508
6947,0,12007,68671,11445.16667,0,80678
2472,0,8243,62886,7860.75,38,71129
53232,1,1783,59580,7447.5,9,61363
18673,2,5739,56860,7107.5,42,62816
46824,0,2846,68334,8541.75,123,71180
55871,1,0,57707,8243.857143,8,58707
53944,1,677,61690,7711.25,2,65919
56408,1,8328,66890,8361.25,1,79215
62462,2,2003,66164,8270.5,63,69055
24465,0,0,61260,8751.428571,2,61260
8313,1,1033,64224,8028,61,66022
38248,3,7751,62423,7802.875,18,73274
14125,0,0,70501,8812.625,0,72848
46523,0,3283,59363,7420.375,3,62646
18043,3,2166,67164,8395.5,1,73026
9581,0,0,45550,5693.75,14,45550
60273,2,0,47307,5913.375,2,47307
37404,0,2905,65679,8209.875,8,73048
1041,0,7936,63024,7878,47,70960
54031,0,0,57801,7225.125,3,62236
6641,0,4445,63812,7976.5,13,68257
26500,2,5281,63296,7912,3,73012
45866,0,6636,60656,7582,28,69123
57633,0,0,67476,8434.5,21,68062
17391,0,4142,58589,7323.625,20,64720
50048,5,11174,59275,7409.375,50,75470
8898,6,0,64046,8005.75,27,64546
47233,0,5233,72532,9066.5,19,84365
47251,3,2750,61852,7731.5,6,64602
891,7,4036,57068,7133.5,0,70004
18810,3,3368,65665,8208.125,82,71033
35836,2,2021,68418,8552.25,13,70939
18870,1,8084,57999,7249.875,138,66083
27973,9,9929,69591,8698.875,22,79520
9489,46,4453,62498,7812.25,88,244458
27928,0,3590,65430,8178.75,12,69020
48152,3,4458,68789,8598.625,11,73247
4908,2,3373,64841,8105.125,5,68214
2182,0,2510,62268,7783.5,4,65578
30905,12,3945,68194,8524.25,13,72139
25211,0,4520,73870,10552.85714,0,78390
19386,12,4360,71539,8942.375,23,75899
50889,2,2268,64084,8010.5,10,66352
20231,5,0,60265,7533.125,15,66742
23700,0,1744,69632,8704,0,71376
62966,4,3883,63525,7940.625,71,69379
29752,3,0,68195,8524.375,68,113456
28028,5,19774,66958,8369.75,67,86732
19265,1,10007,62493,7811.625,3,74500
11051,5,1770,65693,8211.625,7,67463
3793,2,9143,69634,8704.25,23,80825
41265,1,4224,59630,7453.75,4,65315
8259,0,5739,57207,7150.875,36,66595
29959,0,4741,64652,8081.5,8,69393
31387,4,4325,64027,8003.375,7,71016
11916,0,4408,60456,7557,13,67528
58849,0,6664,62569,7821.125,0,74228
36711,3,3562,69351,8668.875,2,87703
39494,0,0,48848,6106,97,48848
46309,0,3417,71085,8885.625,25,74502
13631,0,7670,54662,6832.75,48,65749
34095,2,7054,68085,11347.5,0,75139
48928,1,4870,65510,8188.75,11,70380
56839,0,572,76363,9545.375,13,76935
49221,6,3638,85159,10644.875,137,88797
38177,4,7087,58632,7329,13,100329
62939,0,0,61102,7637.75,40,64058
20800,6,3913,61241,7655.125,0,78754
49145,0,1845,65073,8134.125,27,67418
60299,0,4190,62746,7843.25,42,79953
21206,3,4348,68301,8537.625,104,73623
46031,0,4363,64962,8120.25,4,74325
58208,2,4654,59105,7388.125,0,67635
39669,4,11000,65362,8170.25,94,79862
22317,6,2967,53212,6651.5,17,99585
53868,3,10179,73133,9141.625,3,104612
56668,6,3335,60353,7544.125,18,74086
49880,1,0,43655,5456.875,185,43655
48877,2,11122,61534,7691.75,46,73844
8262,2,0,57932,7241.5,21,57932
3435,5,4545,65322,8165.25,2,69867
31481,1,2937,63758,7969.75,17,66695
59292,5,5894,64335,8041.875,2,76699
59263,0,2364,65845,8230.625,10,69709
48232,6,8268,60247,7530.875,13,76686
48981,3,3554,64949,8118.625,4,71012
54771,9,7745,59465,7433.125,22,88598
8876,4,2854,64379,8047.375,125,70990
34723,0,1356,59849,7481.125,2,61205
580,10,13269,56679,7084.875,18,85123
50550,0,4820,59610,7451.25,6,64430
58162,3,1219,61742,7717.75,4,63861
17679,3,9684,57568,7196,2,67252
27781,0,4570,66202,8275.25,17,70772
21116,0,1839,58145,7268.125,19,59984
21362,0,0,75887,9485.875,0,77887
13991,2,8879,56891,7111.375,6,66770
3518,0,0,47147,5893.375,104,47147
61726,2,3992,64357,8044.625,2,68649
59386,2,7490,66760,8345,19,103847
47698,4,4169,55483,6935.375,18,59652
3406,6,13815,60565,7570.625,4,103207
28602,0,0,44196,5524.5,25,44196
20651,0,7036,66465,8308.125,0,73501
40682,0,5175,56700,7087.5,3,61875
48252,0,0,64799,8099.875,15,74759
29499,0,0,78112,9764,1,78112
7496,3,2846,62960,7870,5,65806
11209,0,3846,80349,10043.625,8,85695
12408,0,2821,62695,7836.875,9,65516
46565,4,4732,60935,7616.875,9,74829
62884,4,3129,65918,8239.75,202,69047
17394,0,0,62392,7799,23,62392
20122,4,4952,56135,7016.875,4,83593
53718,4,3953,48893,6111.625,0,53605
21976,1,1954,59106,7388.25,39,61368
33392,0,0,54158,6769.75,3,55658
28209,2,2328,58318,7289.75,0,85446
38332,0,10805,53805,6725.625,5,66610
31866,0,2214,62436,7804.5,290,72042
703,1,3071,66149,8268.625,4,74820
6004,0,7035,61831,8833,0,73560
45659,7,2360,64710,8088.75,22,67070
29159,5,3877,60514,7564.25,62,71391
44782,1,3668,62006,7750.75,18,65674
5228,0,5349,54080,6760,11,59429
54893,2,11822,68001,8500.125,12,79823
17727,0,6325,58688,7336,0,65013
54705,5,4980,53319,6664.875,16,58799
57649,1,4412,61895,7736.875,14,66307
56375,5,1964,47249,5906.125,0,49313
9972,6,8702,62194,7774.25,3,105100
21336,18,3434,54806,6850.75,19,77519
26946,4,1974,61946,7743.25,3,73312
56734,3,6035,59886,7485.75,8,78245
28516,2,4386,69250,8656.25,5,74335
15317,0,3083,61592,7699,16,67139
62016,4,10039,54199,6774.875,1,64238
31106,5,4047,70008,8751,7,76497
56635,1,3475,59283,7410.375,1,62758
44424,2,1451,59941,7492.625,0,62501
5845,1,7564,63401,7925.125,13,70965
4256,0,0,44196,5524.5,167,44196
47210,6,3763,53383,6672.875,3,57440
29969,0,4082,61611,7701.375,26,67664
24284,0,2443,64647,8080.875,5,67090
29509,0,4512,63626,7953.25,73,68138
53680,2,8506,62920,7865,36,90378
12206,5,5643,65218,8152.25,5,74311
9963,0,1184,60106,7513.25,14,61290
9846,1,6057,64795,8099.375,44,77706
57698,3,10550,55217,6902.125,3,65767
24517,1,3723,56003,7000.375,26,60726
44748,0,3972,58886,7360.75,22,62858
37140,5,4157,57686,7210.75,11,61843
16533,4,1744,47758,9551.6,9,49502
62918,0,1070,70172,8771.5,26,72130
35486,7,3073,61630,7703.75,16,64703
60183,3,9933,54343,6792.875,0,65776
21743,0,2708,64080,8010,104,66788
38338,6,2239,64486,8060.75,2,66725
71,5,5147,60940,7617.5,25,78873
54690,0,5555,54008,6751,48,60431
9633,2,3605,50043,6255.375,0,66098
21955,6,2135,59118,7389.75,23,61253
19540,1,2856,63171,7896.375,3,71027
60584,1,0,76358,9544.75,6,76358
27411,4,0,60446,7555.75,0,74309
37051,5,6777,54739,6842.375,1,79312
40327,7,7194,66984,8373,6,75818
12217,2,1185,64630,8078.75,23,67815
62967,0,5042,64179,8022.375,1,72917
23453,0,3889,56345,7043.125,30,71369
40146,2,1152,68676,8584.5,18,87695
40535,0,3409,60808,7601,13,66188
55224,1,4223,56824,7103,0,66856
56340,2,9798,59957,7494.625,2,69755
9967,0,4535,63583,7947.875,16,74373
3757,9,11719,56890,7111.25,4,84839
10528,0,4106,58428,7303.5,37,70110
50802,0,3886,49860,6232.5,7,54054
18848,5,12377,52669,6583.625,19,65046
26778,0,5037,48698,6087.25,79,54235
13682,3,4696,61523,7690.375,3,66719
59489,0,1220,75586,9448.25,22,91976
44049,0,3235,62490,8927.142857,0,65725
40632,1,1969,63494,7936.75,15,66661
62623,2,3211,57395,7174.375,0,62606
30553,5,3668,56043,7005.375,6,60816
20286,0,0,58559,7319.875,54,60559
13182,7,3510,60804,7600.5,19,71214
26098,2,0,69665,8708.125,0,76412
36795,0,0,58590,7323.75,115,58590
47109,2,7946,56579,7072.375,62,80884
22937,1,3741,59359,7419.875,8,63749
19207,0,0,75928,9491,42,75928
27609,1,2329,46387,5798.375,17,61664
42203,4,7314,65443,8180.375,17,72757
53697,2,9769,75076,9384.5,40,89845
23336,3,8504,65654,8206.75,13,76837
49054,2,7430,57094,7136.75,8,65898
38421,6,1255,63885,7985.625,0,65140
45743,2,6358,64919,8114.875,9,71277
29125,0,1854,60263,7532.875,33,67117
56764,0,1218,65806,8225.75,8,67024
4821,0,6947,56170,7021.25,0,63886
11060,3,2952,56078,7009.75,8,59030
49963,1,3976,60981,7622.625,20,64957
62174,1,0,58230,7278.75,2,62665
44370,0,0,50423,6302.875,61,50423
11538,3,2132,57393,7174.125,18,75126
35887,4,1115,52017,6502.125,2,57567
19107,8,2828,62571,7821.375,3,78999
55424,3,3882,57716,7214.5,4,73278
29649,3,3362,55387,6923.375,3,58749
7063,4,8813,62884,10480.66667,0,71697
28852,0,13256,53095,8849.166667,1,66351
13041,6,3730,60619,7577.375,12,67694
43617,2,2720,58792,7349,7,67836
26642,1,2720,54626,6828.25,3,57846
13254,8,3149,60606,7575.75,20,85162
62936,5,2600,61443,7680.375,2,66014
47165,8,7557,50577,6322.125,39,63226
49168,0,0,71684,8960.5,11,81644
37208,4,3658,53842,6730.25,32,63388
14359,1,0,45246,5655.75,6,46070
52856,0,10812,61472,7684,1,78172
43158,0,0,65136,8142,179,77078
62246,1,1466,59873,7484.125,0,63803
18926,0,4860,58401,7300.125,1,68261
14966,3,0,60080,7510,19,100080
32229,0,6660,60270,7533.75,19,68922
4546,1,4222,61437,7679.625,53,68512
15109,1,1156,51010,6376.25,20,78666
26397,3,6351,63093,7886.625,4,72790
3882,3,8877,54911,6863.875,6,66288
56116,1,0,42290,5286.25,93,42290
60434,3,0,62115,7764.375,17,72365
40158,0,9908,72541,9067.625,137,82449
16961,3,8166,62972,7871.5,92,72835
4363,5,9429,51421,6427.625,8,61750
27026,0,745,53020,6627.5,1,55183
7585,6,4547,54297,6787.125,15,61308
7448,0,4860,55097,7871,0,59957
17863,3,4458,56992,7124,4,66584
9518,6,3104,68176,8522,37,78668
20411,2,5465,61630,7703.75,0,67595
40106,3,1803,59326,7415.75,44,65677
2395,2,15672,49465,6183.125,2,67000
20722,2,0,38173,4771.625,18,38173
31967,3,8118,56777,7097.125,8,75751
27738,4,2960,63373,7921.625,13,66333
15192,0,3980,60754,7594.25,8,66734
21682,3,4816,68972,8621.5,22,76788
13553,0,6080,67877,8484.625,99,75957
1191,0,2111,64493,8061.625,134,66604
49196,0,3259,56361,7045.125,16,73318
6737,0,3928,56949,8135.571429,0,61677
41729,0,2177,55635,6954.375,11,57812
5284,1,0,72491,9061.375,70,87432
24786,0,3252,59276,7409.5,0,62528
59048,0,4962,57628,7203.5,23,75763
36863,0,2878,56186,7023.25,0,61056
20187,6,8659,58731,7341.375,0,94322
47133,0,2616,57208,7151,17,71024
8355,3,0,58746,7343.25,42,62688
1125,2,2034,47647,5955.875,8,51181
9562,0,0,39966,4995.75,28,40466
37274,1,0,39033,4879.125,45,39033
62435,0,867,54327,6790.875,11,55194
20299,0,0,59722,7465.25,10,90522
35910,0,3243,53413,6676.625,2,62339
59586,4,3894,53535,6691.875,0,65247
2627,3,12654,67410,8426.25,16,119057
4188,1,0,58237,7279.625,0,60637
28439,8,6917,55751,6968.875,4,82404
31964,0,0,59544,7443,0,59544
57805,0,2867,65868,8233.5,48,68735
41341,0,1728,45930,5741.25,16,47658
20839,1,3168,52149,6518.625,2,55317
48517,0,1131,54810,6851.25,24,55941
11033,4,4280,58566,7320.75,3,62846
10270,0,4770,55147,6893.375,24,59917
54672,6,4635,63065,7883.125,10,87991
